GID_0,lon,lat,oppc
BRA,-45.9152,-20.7631,205
BRA,-43.0094,-20.5716,206
BRA,-46.7081,-21.305,196
BRA,-42.7887,-21.155,219
BRA,-46.7901,-18.8425,217
BRA,-45.5453,-22.0644,196
BRA,-46.5474,-19.4749,210
BRA,-44.0569,-20.0252,203
BRA,-41.9695,-19.6017,217
BRA,-42.1147,-19.5476,212
BRA,-42.4139,-19.4158,238
BRA,-41.7164,-19.7992,226
BRA,-42.5476,-19.4703,225
BRA,-43.2312,-19.6239,202
BRA,-43.8038,-20.2501,195
BRA,-44.4875,-20.3947,200
BRA,-41.6697,-17.4014,207
BRA,-45.4598,-22.4225,183
BRA,-42.8561,-17.8552,206
BRA,-41.683,-18.035,225
BRA,-44.868,-22.2859,183
BRA,-41.863,-19.1736,228
BRA,-49.3781,-19.9062,240
BRA,-44.5801,-20.0818,207
BRA,-50.1966,-19.7276,235
BRA,-43.7373,-19.5119,211
BRA,-46.6166,-22.286,189
BRA,-42.7498,-19.647,218
BRA,-43.6688,-15.3432,244
BRA,-42.6775,-19.1729,214
BRA,-46.1715,-17.7398,233
BRA,-43.3398,-21.7595,200
BRA,-41.7488,-17.6279,218
BRA,-45.5401,-20.0237,217
BRA,-46.4012,-18.7715,223
BRA,-41.6228,-20.1539,210
BRA,-44.5735,-17.887,229
BRA,-42.6421,-21.5296,219
BRA,-43.7934,-21.8386,191
BRA,-42.0976,-20.4468,183
BRA,-43.9391,-14.7529,245
BRA,-42.028,-20.2572,194
BRA,-41.9589,-20.3591,188
BRA,-40.9874,-18.7761,236
BRA,-44.6779,-19.5076,215
BRA,-43.0062,-21.8707,209
BRA,-43.414,-20.3765,192
BRA,-45.2434,-19.3306,227
BRA,-41.8786,-20.2546,201
BRA,-43.3135,-21.869,207
BRA,-41.4052,-18.6631,222
BRA,-43.3337,-21.1976,209
BRA,-42.5884,-17.2156,220
BRA,-48.881,-18.869,226
BRA,-46.3635,-21.3271,197
BRA,-47.4912,-18.7302,213
BRA,-46.9753,-21.1873,200
BRA,-43.8578,-16.7282,219
BRA,-46.573,-22.4335,189
BRA,-46.362,-22.6092,172
BRA,-42.3693,-21.13,221
BRA,-41.4407,-19.8121,237
BRA,-40.3533,-17.8481,240
BRA,-41.4984,-18.4417,229
BRA,-43.5719,-17.3982,217
BRA,-44.829,-20.6982,195
BRA,-42.7977,-20.4298,215
BRA,-46.3716,-22.2779,190
BRA,-43.512,-20.3796,176
BRA,-42.3123,-21.3748,225
BRA,-46.8711,-17.2252,231
BRA,-44.6114,-19.8534,207
BRA,-45.7374,-21.5465,203
BRA,-44.9709,-22.3871,161
BRA,-46.609,-20.7193,205
BRA,-46.5013,-18.5699,228
BRA,-46.9934,-18.9379,213
BRA,-42.9752,-20.8754,205
BRA,-45.4654,-22.2386,181
BRA,-47.2963,-19.3434,200
BRA,-45.0896,-21.0932,202
BRA,-41.6006,-18.357,230
BRA,-45.8049,-20.4827,208
BRA,-45.4945,-22.5249,158
BRA,-45.9589,-20.4762,206
BRA,-45.9658,-21.78,201
BRA,-46.5692,-21.78,182
BRA,-42.8978,-20.4111,215
BRA,-45.9389,-22.2266,197
BRA,-46.8624,-20.7411,206
BRA,-46.3755,-19.739,196
BRA,-42.4502,-20.1061,220
BRA,-41.2462,-19.3194,240
BRA,-44.0844,-19.7621,212
BRA,-42.6462,-20.2285,218
BRA,-43.1168,-21.4649,220
BRA,-43.1696,-21.2712,215
BRA,-43.8293,-22.0861,204
BRA,-47.4508,-19.8622,210
BRA,-43.8497,-19.7548,214
BRA,-46.3385,-22.0292,181
BRA,-45.7034,-22.2461,194
BRA,-45.9611,-19.5186,211
BRA,-43.3006,-18.4609,202
BRA,-45.2947,-20.085,207
BRA,-44.8593,-15.9514,236
BRA,-44.8593,-19.9822,216
BRA,-45.5893,-21.8932,197
BRA,-46.508,-20.635,210
BRA,-44.2526,-21.1311,199
BRA,-41.1628,-18.723,228
BRA,-43.0069,-21.5381,217
BRA,-46.313,-20.7178,205
BRA,-44.556,-19.7006,213
BRA,-41.7486,-20.0058,214
BRA,-45.0506,-22.1166,191
BRA,-46.6123,-21.131,190
BRA,-42.5659,-18.0873,216
BRA,-46.9837,-20.9167,199
BRA,-47.0962,-20.7791,197
BRA,-44.9849,-21.721800000000002,186
BRA,-42.8483,-20.1008,206
BRA,-42.9424,-21.7986,204
BRA,-43.5812,-21.0351,195
BRA,-46.6961,-19.1083,213
BRA,-44.2413,-19.4569,215
BRA,-42.0091,-20.1341,189
BRA,-43.2381,-21.3632,217
BRA,-41.608,-19.7621,232
BRA,-41.5087,-17.8595,222
BRA,-45.9626,-19.0037,212
BRA,-46.3728,-22.7421,168
BRA,-42.0228,-20.9086,213
BRA,-45.2511,-21.6921,198
BRA,-45.5109,-21.3694,203
BRA,-42.9359,-21.1204,223
BRA,-47.9381,-19.7472,221
BRA,-48.2749,-18.9141,215
BRA,-46.9022,-16.3592,232
BRA,-45.7352,-16.1244,237
BRA,-45.4364,-21.5556,199
BRA,-48.3118,-19.6657,223
BRA,-42.8742,-20.7559,203
BRA,-42.3431,-16.807,223
BRA,-45.0965,-22.3264,186
BRA,-42.5375,-21.7671,223
BRA,-41.1261,-20.0778,216
BRA,-40.7437,-18.9846,234
BRA,-40.9854,-18.5482,233
BRA,-41.5382,-20.758,209
BRA,-40.7543,-20.6396,221
BRA,-41.5693,-21.1523,223
