GID_0,lon,lat,oppc
BRA,-47.0012,-24.312,212
BRA,-50.6966,-22.2456,212
BRA,-46.5646,-23.6914,175
BRA,-46.6395,-23.5329,183
BRA,-45.4143,-23.7951,217
BRA,-47.9279,-24.382,222
BRA,-47.5062,-23.9612,169
BRA,-45.0834,-23.4332,206
BRA,-49.3037,-25.3188,168
BRA,-53.6725,-25.8842,186
BRA,-50.6498,-23.1829,207
BRA,-52.1622,-22.9624,214
BRA,-48.5752,-25.8817,210
BRA,-54.402,-25.4391,208
BRA,-54.2405,-25.3492,202
BRA,-48.5477,-27.5945,200
BRA,-48.8487,-26.3045,207
BRA,-52.879,-20.4452,243
BRA,-52.7191,-22.1852,230
BRA,-55.7868,-20.4666,240
BRA,-57.651,-19.0077,255
BRA,-53.1287,-18.5432,231
BRA,-56.3746,-20.2355,249
BRA,-51.1909,-19.6746,236
BRA,-54.5427,-21.8033,236
BRA,-53.3519,-22.4898,231
BRA,-56.0867,-9.86674,254
BRA,-51.8341,-15.7291,257
BRA,-59.4568,-10.1723,243
BRA,-57.6818,-16.0764,263
BRA,-55.1626,-15.545,229
BRA,-59.2252,-9.46121,254
BRA,-56.0974,-15.601,258
BRA,-56.4366,-14.4037,253
BRA,-53.0809,-13.2443,246
BRA,-54.9121,-9.96218,253
BRA,-57.5244,-11.2639,252
BRA,-58.7483,-11.3728,239
BRA,-55.9042,-13.0588,249
BRA,-54.4377,-11.0463,252
BRA,-58.0951,-15.6759,254
BRA,-57.8139,-9.84977,253
BRA,-56.0743,-13.8374,246
BRA,-55.2556,-12.9834,245
BRA,-57.3488,-11.4089,252
BRA,-56.6261,-16.266,261
BRA,-52.1821,-12.6093,254
BRA,-52.6924,-16.4856,238
BRA,-61.4697,-10.8376,238
BRA,-54.6372,-16.4673,246
BRA,-50.6706,-11.615,276
BRA,-55.5091,-11.8604,251
BRA,-55.7211,-12.5425,251
BRA,-49.2469,-16.8198,230
BRA,-52.5393,-16.1966,244
BRA,-47.6131,-16.7676,208
BRA,-50.3622,-15.4473,255
BRA,-50.14,-15.9333,239
BRA,-50.7456,-15.4342,257
BRA,-48.2206,-13.5304,251
BRA,-50.4547,-18.4472,242
BRA,-50.9192,-17.7923,232
BRA,-50.1634,-13.2731,263
BRA,-46.4847,-14.4644,247
BRA,-47.9297,-15.7795,212
